126,108,Lickitung,Licking,Normal,None,1.2,65.5,Own Tempo,Oblivious,First,2,Lickitung,Lickilicky,None,Slow,2,4,1,2,3,6,2,5,3,6,7,Amateur,Original,1,Lickitung,None,None,Lick,Starter,Supersonic,Starter,Defense Curl,Beginner,Knock Off,Beginner,Wrap,Amateur,Stomp,Amateur,Disable,Amateur,Slam,Amateur,Rollout,Amateur,Chip Away,Amateur,Me First,Amateur,Refresh,Ace,Screech,Ace,Power Whip,Ace,Wring Out,Ace,Belly Drum,Pro,Aqua Tail,Pro,Zen Headbutt,Pro,,,,,,,,,,,,,,,,,,
127,109,Koffing,Poison Gas,Poison,None,0.6,1,Levitate,Neutralizing Gas,First,2,Koffing,Weezing,None,Slow,2,5,1,3,3,7,2,5,1,3,3,Beginner,Original,1,Koffing,None,None,Poison Gas,Starter,Tackle,Starter,Smog,Beginner,Smokescreen,Beginner,Clear Smog,Beginner,Assurance,Amateur,Sludge,Amateur,Self Destruct,Amateur,Haze,Amateur,Gyro Ball,Amateur,Sludge Bomb,Amateur,Explosion,Ace,Destiny Bond,Ace,Belch,Ace,Memento,Ace,Toxic Spikes,Pro,Pain Split,Pro,Rollout,Pro,,,,,,,,,,,,,,,,,,
128,110,Weezing,Poison Gas,Poison,None,1.2,9.5,Levitate,Neutralizing Gas,Final,2,Koffing,Weezing,None,None,3,6,2,4,4,9,3,6,2,5,5,Amateur,Original,1,Weezing,None,None,Poison Gas,Starter,Tackle,Starter,Smog,Beginner,Smokescreen,Beginner,Clear Smog,Beginner,Assurance,Amateur,Sludge,Amateur,Self Destruct,Amateur,Haze,Amateur,Double Hit,Amateur,Sludge Bomb,Amateur,Explosion,Ace,Destiny Bond,Ace,Belch,Ace,Memento,Ace,Toxic Spikes,Pro,Pain Split,Pro,Psybeam,Pro,,,,,,,,,,,,,,,,,,
129,111,Rhyhorn,Spikes,Ground,Rock,1,115,Rock Head,Lightningrod,First,3,Rhyhorn,Rhydon,Rhyperior,Slow,3,7,1,2,3,7,1,2,1,2,6,Beginner,Original,1,Rhyhorn,None,None,Horn Attack,Starter,Tail Whip,Starter,Stomp,Beginner,Fury Attack,Beginner,Smack Down,Beginner,Scary Face,Amateur,Rock Blast,Amateur,Bulldoze,Amateur,Chip Away,Amateur,Take Down,Amateur,Drill Run,Amateur,Stone Edge,Ace,Earthquake,Ace,Horn Drill,Ace,Megahorn,Ace,Thunder Fang,Pro,Ice Fang,Pro,Fire Fang,Pro,,,,,,,,,,,,,,,,,,
130,112,Rhydon,Drill,Ground,Rock,1.9,120,Rock Head,Lightningrod,Second,3,Rhyhorn,Rhydon,Rhyperior,TradeItem,4,9,1,3,4,9,1,3,1,3,8,Amateur,Original,1,Rhydon,None,None,Horn Attack,Starter,Tail Whip,Starter,Stomp,Beginner,Fury Attack,Beginner,Smack Down,Beginner,Scary Face,Amateur,Rock Blast,Amateur,Bulldoze,Amateur,Chip Away,Amateur,Take Down,Amateur,Drill Run,Amateur,Hammer Arm,Ace,Stone Edge,Ace,Earthquake,Ace,Horn Drill,Ace,Megahorn,Ace,Dragon Rush,Pro,Skull Bash,Pro,Smart Strike,Pro,,,,,,,,,,,,,,,,
131,113,Chansey,Egg,Normal,None,1.1,34.6,Natural Cure,Serene Grace,Second,3,Happiny,Chansey,Blissey,Happiness,1,2,2,4,1,2,1,3,4,8,18,Beginner,Original,1,Chansey,None,None,Pound,Starter,Defense Curl,Starter,Refresh,Beginner,Growl,Beginner,Soft Boiled,Beginner,Double Slap,Beginner,Heal Pulse,Amateur,Bestow,Amateur,Minimize,Amateur,Take Down,Amateur,Sing,Amateur,Fling,Ace,Double-Edge,Ace,Egg Bomb,Ace,Light Screen,Ace,Healing Wish,Ace,Heal Bell,Pro,Seismic Toss,Pro,Present,Pro,,,,,,,,,,,,,,,,
132,114,Tangela,Vine,Grass,None,1,35,Chlorophyll,Leaf Guard,First,2,Tangela,Tangrowth,None,Slow,2,4,2,4,4,8,3,7,1,3,5,Amateur,Original,1,Tangela,None,None,Constrict,Starter,Ingrain,Starter,Sleep Powder,Beginner,Vine Whip,Beginner,Absorb,Beginner,Poison Powder,Amateur,Bind,Amateur,Growth,Amateur,Mega Drain,Amateur,Knock Off,Amateur,Stun Spore,Amateur,Natural Gift,Amateur,Slam,Amateur,Ancient Power,Amateur,Giga Drain,Ace,Tickle,Ace,Wring Out,Ace,Grassy Terrain,Ace,Power Whip,Ace,Amnesia,Pro,Confusion,Pro,Substitute,Pro,,,,,,,,,,
133,115,Kangaskhan,Parent,Normal,None,2.2,80,Early Bird,Scrappy,Final,1,Kangaskhan,None,None,None,3,6,3,6,2,5,2,5,3,6,7,Amateur,Original,2,Kangaskhan,Mega Kangaskhan,None,Comet Punch,Starter,Leer,Starter,Fake Out,Beginner,Tail Whip,Beginner,Bite,Beginner,Double Hit,Amateur,Rage,Amateur,Mega Punch,Amateur,Chip Away,Amateur,Dizzy Punch,Amateur,Crunch,Amateur,Endure,Ace,Outrage,Ace,Sucker Punch,Ace,Reversal,Ace,Aqua Tail,Pro,Captivate,Pro,Counter,Pro,,,,,,,,,,,,,,,,,,
134,116,Horsea,Dragon,Water,None,0.4,8,Swift Swim,Sniper,First,3,Horsea,Seadra,Kingdra,Slow,1,3,2,5,3,6,3,6,1,2,3,Beginner,Original,1,Horsea,None,None,Water Gun,Starter,Smokescreen,Starter,Leer,Beginner,Bubble,Beginner,Focus Energy,Beginner,Bubble Beam,Amateur,Agility,Amateur,Twister,Amateur,Brine,Amateur,Hydro Pump,Ace,Dragon Dance,Ace,Dragon Pulse,Ace,Aurora Beam,Pro,Signal Beam,Pro,Octazooka,Pro,,,,,,,,,,,,,,,,,,,,,,,,
135,117,Seadra,Dragon,Water,None,1.2,25,Swift Swim,Sniper,Second,3,Horsea,Seadra,Kingdra,TradeItem,2,5,3,6,3,7,3,7,1,3,4,Amateur,Original,1,Seadra,None,None,Water Gun,Starter,Smokescreen,Starter,Leer,Beginner,Bubble,Beginner,Focus Energy,Beginner,Bubble Beam,Amateur,Agility,Amateur,Twister,Amateur,Brine,Amateur,Hydro Pump,Ace,Dragon Dance,Ace,Dragon Pulse,Ace,Aurora Beam,Pro,Signal Beam,Pro,Octazooka,Pro,,,,,,,,,,,,,,,,,,,,,,,,
136,118,Goldeen,Goldfish,Water,None,0.6,15,Swift Swim,Water Veil,First,2,Goldeen,Seaking,None,Slow,2,5,2,5,2,5,1,3,2,4,3,Beginner,Original,1,Goldeen,None,None,Peck,Starter,Water Sport,Starter,Supersonic,Beginner,Horn Attack,Beginner,Water Pulse,Beginner,Flail,Amateur,Aqua Ring,Amateur,Fury Attack,Amateur,Waterfall,Amateur,Horn Drill,Ace,Agility,Ace,Soak,Ace,Megahorn,Ace,Bounce,Pro,Mud Sport,Pro,Drill Run,Pro,,,,,,,,,,,,,,,,,,,,,,
137,119,Seaking,Goldfish,Water,None,1.3,39,Swift Swim,Water Veil,Final,2,Goldeen,Seaking,None,None,3,7,2,5,2,5,2,5,3,6,6,Amateur,Original,1,Seaking,None,None,Peck,Starter,Water Sport,Starter,Horn Attack,Beginner,Tail Whip,Beginner,Supersonic,Beginner,Poison Jab,Amateur,Water Pulse,Amateur,Flail,Amateur,Aqua Ring,Amateur,Fury Attack,Amateur,Waterfall,Amateur,Horn Drill,Ace,Agility,Ace,Soak,Ace,Megahorn,Ace,Bounce,Pro,Mud Sport,Pro,Drill Run,Pro,,,,,,,,,,,,,,,,,,
138,120,Staryu,Starshape,Water,None,0.8,34.5,Illuminate,Natural Cure,First,2,Staryu,Starmie,None,WaterStone,1,3,3,7,2,4,2,5,2,4,3,Beginner,Original,1,Staryu,None,None,Tackle,Starter,Harden,Starter,Water Gun,Beginner,Rapid Spin,Beginner,Recover,Beginner,Psywave,Amateur,Swift,Amateur,Bubble Beam,Amateur,Camouflage,Amateur,Gyro Ball,Amateur,Brine,Amateur,Minimize,Amateur,Reflect Type,Amateur,Power Gem,Amateur,Confuse Ray,Ace,Psychic,Ace,Light Screen,Ace,Cosmic Power,Ace,Hydro Pump,Ace,Thunder Wave,Pro,Signal Beam,Pro,Twister,Pro,,,,,,,,,,
139,121,Starmie,Mysterious,Water,Psychic,1.1,80,Illuminate,Natural Cure,Final,2,Staryu,Starmie,None,None,2,5,4,8,3,6,3,7,3,6,4,Amateur,Original,1,Starmie,None,None,Spotlight,Starter,Water Gun,Beginner,Recover,Beginner,Swift,Amateur,Rapid Spin,Amateur,Confuse Ray,Ace,Hydro Pump,Ace,Signal Beam,Pro,Thunder Wave,Pro,Twister,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,122,Mr. Mime,Barrier,Psychic,Fairy,1.3,54.5,Soundproof,Filter,Final,2,Mime Jr.,Mr. Mime,None,None,1,3,3,6,2,5,3,7,4,9,3,Beginner,Original,1,Mr. Mime,None,None,Barrier,Starter,Confusion,Starter,Quick Guard,Beginner,Wide Guard,Beginner,Magical Leaf,Beginner,Trick,Beginner,Power Swap,Amateur,Guard Swap,Amateur,Copycat,Amateur,Meditate,Amateur,Double Slap,Amateur,Mimic,Amateur,Psywave,Amateur,Encore,Amateur,Light Screen,Amateur,Reflect,Amateur,Psybeam,Amateur,Substitute,Amateur,Recycle,Ace,Misty Terrain,Ace,Psychic,Ace,Role Play,Ace,Baton Pass,Ace,Safeguard,Ace,Confuse Ray,Pro,Fake Out,Pro,Nasty Plot,Pro
141,123,Scyther,Mantis,Bug,Flying,1.5,56,Swarm,Technician,First,2,Scyther,Scizor,None,TradeItem,3,7,3,7,2,5,2,4,2,5,5,Amateur,Original,1,Scyther,None,None,Quick Attack,Starter,Leer,Starter,Vacuum Wave,Beginner,Focus Energy,Beginner,False Swipe,Beginner,Pursuit,Amateur,Agility,Amateur,Wing Attack,Amateur,Fury Cutter,Amateur,Slash,Amateur,Razor Wind,Amateur,Double Team,Amateur,Double Hit,Amateur,Night Slash,Ace,X-Scissor,Ace,Air Slash,Ace,Swords Dance,Ace,Feint,Pro,Tailwind,Pro,Steel Wing,Pro,,,,,,,,,,,,,,
142,124,Jynx,Humanshape,Ice,Psychic,1.4,40.6,Oblivious,Forewarn,Final,2,Smoochum,Jynx,None,None,2,4,3,7,1,3,4,8,3,7,5,Amateur,Original,1,Jynx,None,None,Pound,Starter,Lick,Starter,Lovely Kiss,Beginner,Powder Snow,Beginner,Draining Kiss,Beginner,Body Slam,Amateur,Double Slap,Amateur,Ice Punch,Amateur,Heart Stamp,Amateur,Mean Look,Amateur,Fake Tears,Amateur,Wake-Up Slap,Amateur,Avalanche,Ace,Perish Song,Ace,Wring Out,Ace,Blizzard,Ace,Fake Out,Pro,Nasty Plot,Pro,Aurora Veil,Pro,,,,,,,,,,,,,,,,
143,125,Electabuzz,Electric,Electric,None,1.1,30,Static,-,Second,3,Elekid,Electabuzz,Electivire,TradeItem,3,6,4,8,2,4,3,7,3,6,5,Amateur,Original,1,Electabuzz,None,None,Quick Attack,Starter,Leer,Starter,Thunder Shock,Beginner,Low Kick,Beginner,Swift,Amateur,Shock Wave,Amateur,Thunder Wave,Amateur,Electro Ball,Amateur,Light Screen,Amateur,Thunder Punch,Amateur,Discharge,Ace,Screech,Ace,Thunderbolt,Ace,Thunder,Ace,Dual Chop,Pro,Ice Punch,Pro,Meditate,Pro,,,,,,,,,,,,,,,,,,,,
144,126,Magmar,Spitfire,Fire,None,1.3,44.5,Flame Body,-,Second,3,Magby,Magmar,Magmortar,TradeItem,3,7,3,7,2,4,3,7,3,6,5,Amateur,Original,1,Magmar,None,None,Smog,Starter,Leer,Starter,Ember,Starter,Smokescreen,Beginner,Feint Attack,Beginner,Fire Spin,Beginner,Clear Smog,Amateur,Flame Burst,Amateur,Confuse Ray,Amateur,Fire Punch,Amateur,Sunny Day,Amateur,Lava Plume,Ace,Flamethrower,Ace,Fire Blast,Ace,Heat Wave,Pro,Karate Chop,Pro,Dual Chop,Pro,,,,,,,,,,,,,,,,,,,,
145,127,Pinsir,Stagbeetle,Bug,None,1.5,55,Hyper Cutter,Mold Breaker,Final,1,Pinsir,None,None,None,4,8,3,6,3,7,2,4,2,5,4,Amateur,Original,2,Pinsir,Mega Pinsir,None,Vice Grip,Starter,Focus Energy,Starter,Bind,Beginner,Seismic Toss,Beginner,Harden,Beginner,Revenge,Amateur,Brick Break,Amateur,Vital Throw,Amateur,Double Hit,Amateur,Submission,Amateur,X-Scissor,Amateur,Storm Throw,Amateur,Thrash,Ace,Swords Dance,Ace,Superpower,Ace,Guillotine,Ace,Iron Defense,Pro,Stealth Rock,Pro,Feint Attack,Pro,,,,,,,,,,,,,,,,
146,128,Tauros,Wild Bull,Normal,None,1.4,88.4,Intimidate,Anger Point,Final,1,Tauros,None,None,None,3,7,4,8,3,7,1,3,2,5,5,Amateur,Original,1,Tauros,None,None,Tackle,Starter,Tail Whip,Starter,Rage,Beginner,Horn Attack,Beginner,Pursuit,Beginner,Scary Face,Amateur,Rest,Amateur,Payback,Amateur,Work Up,Amateur,Zen Headbutt,Amateur,Take Down,Amateur,Swagger,Ace,Thrash,Ace,Giga Impact,Ace,Smart Strike,Pro,Outrage,Pro,Sleep Talk,Pro,,,,,,,,,,,,,,,,,,,,
147,129,Magikarp,Fish,Water,None,0.9,10,Swift Swim,-,First,2,Magikarp,Gyarados,None,Slow,1,2,3,7,2,5,1,2,1,2,3,Starter,Original,1,Magikarp,None,None,Splash,Starter,Tackle,Amateur,Flail,Ace,Bounce,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,130,Gyarados,Atrocious,Water,Flying,6.5,235,Intimidate,-,Final,2,Magikarp,Gyarados,None,None,4,8,2,5,2,5,2,4,3,7,6,Ace,Original,2,Gyarados,Mega Gyarados,None,Dragon Rage,Starter,Leer,Starter,Twister,Beginner,Ice Fang,Beginner,Scary Face,Beginner,Bite,Beginner,Hurricane,Beginner,Thrash,Amateur,Aqua Tail,Amateur,Rain Dance,Amateur,Crunch,Amateur,Dragon Dance,Amateur,Hydro Pump,Ace,Hyper Beam,Ace,Thunder Wave,Pro,Outrage,Pro,Bounce,Pro,,,,,,,,,,,,,,,,,,,,
149,131,Lapras,Transport,Water,Ice,2.5,220,Shell Armor,Water Absorb,Final,1,Lapras,None,None,None,3,6,2,4,2,5,3,6,3,6,9,Amateur,Original,1,Lapras,None,None,Sing,Starter,Growl,Starter,Water Gun,Beginner,Mist,Beginner,Confuse Ray,Amateur,Ice Shard,Amateur,Water Pulse,Amateur,Body Slam,Amateur,Rain Dance,Amateur,Brine,Amateur,Ice Beam,Amateur,Perish Song,Ace,Safeguard,Ace,Hydro Pump,Ace,Sheer Cold,Ace,Dragon Dance,Pro,Freeze Dry,Pro,Outrage,Pro,,,,,,,,,,,,,,,,,,
150,132,Ditto,Transform,Normal,None,0.3,4,Limber,-,Final,1,Ditto,None,None,None,2,4,2,4,2,4,2,4,2,4,4,Amateur,Original,1,Ditto,None,None,Transform,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,133,Eevee,Evolution,Normal,None,0.3,6.5,Run Away,Adaptability,First,8,Eevee,None,None,DifferentMethods,2,4,2,4,2,4,1,3,2,5,4,Beginner,Original,1,Eevee,None,None,Helping Hand,Starter,Growl,Starter,Tackle,Beginner,Tail Whip,Beginner,Sand Attack,Beginner,Baby-Doll Eyes,Amateur,Swift,Amateur,Quick Attack,Amateur,Bite,Amateur,Refresh,Amateur,Covet,Amateur,Take Down,Amateur,Charm,Amateur,Baton Pass,Ace,Double-Edge,Ace,Last Resort,Ace,Trump Card,Ace,Wish,Pro,Tickle,Pro,Fake Tears,Pro,,,,,,,,,,,,,,
152,134,Vaporeon,Bubble Jet,Water,None,1,29,Water Absorb,-,Final,2,Eevee,Vaporeon,None,WaterStone,2,4,2,4,2,4,3,7,3,6,9,Amateur,Original,1,Vaporeon,None,None,Tackle,Starter,Helping Hand,Starter,Tail Whip,Beginner,Sand Attack,Beginner,Water Gun,Beginner,Quick Attack,Amateur,Water Pulse,Amateur,Aurora Beam,Amateur,Aqua Ring,Amateur,Acid Armor,Amateur,Haze,Amateur,Muddy Water,Ace,Last Resort,Ace,Hydro Pump,Ace,Wish,Pro,Icy Wind,Pro,Yawn,Pro,,,,,,,,,,,,,,,,,,,,
153,135,Jolteon,Lightning,Electric,None,0.8,24.5,Volt Absorb,-,Final,2,Eevee,Jolteon,None,ThunderStone,2,4,4,9,2,4,3,7,3,6,4,Amateur,Original,1,Jolteon,None,None,Tackle,Starter,Helping Hand,Starter,Tail Whip,Beginner,Sand Attack,Beginner,Thunder Shock,Beginner,Quick Attack,Amateur,Double Kick,Amateur,Thunder Fang,Amateur,Pin Missile,Amateur,Agility,Amateur,Thunder Wave,Amateur,Discharge,Ace,Last Resort,Ace,Thunder,Ace,Wish,Pro,Magnet Rise,Pro,Endure,Pro,,,,,,,,,,,,,,,,,,,,
154,136,Flareon,Flame,Fire,None,0.9,25,Flash Fire,-,Final,2,Eevee,Flareon,None,FireStone,4,9,2,4,2,4,3,6,3,7,4,Amateur,Original,1,Flareon,None,None,Tackle,Starter,Helping Hand,Starter,Tail Whip,Beginner,Sand Attack,Beginner,Ember,Beginner,Quick Attack,Amateur,Bite,Amateur,Fire Fang,Amateur,Fire Spin,Amateur,Scary Face,Amateur,Smog,Amateur,Lava Plume,Ace,Last Resort,Ace,Flare Blitz,Ace,Wish,Pro,Detect,Pro,Heat Wave,Pro,,,,,,,,,,,,,,,,,,,,
155,137,Porygon,Virtual,Normal,None,0.8,36.5,Trace,Download,First,3,Porygon,Porygon2,Porygon-Z,TradeItem,2,5,1,3,2,5,3,7,3,6,5,Beginner,Original,1,Porygon,None,None,Conversion,Starter,Tackle,Starter,Conversion 2,Beginner,Sharpen,Beginner,Psybeam,Amateur,Agility,Amateur,Recover,Amateur,Magnet Rise,Amateur,Signal Beam,Amateur,Recycle,Amateur,Discharge,Amateur,Lock-On,Ace,Tri Attack,Ace,Magic Coat,Ace,Zap Cannon,Ace,Electroweb,Pro,Foul Play,Pro,Pain Split,Pro,,,,,,,,,,,,,,,,,,
156,138,Omanyte,Spiral,Rock,Water,0.4,7.5,Swift Swim,Shell Armor,First,2,Omanyte,Omastar,None,Slow,1,3,1,3,4,8,3,7,2,4,3,Beginner,Original,1,Omanyte,None,None,Constrict,Starter,Withdraw,Starter,Bite,Beginner,Water Gun,Beginner,Rollout,Beginner,Leer,Amateur,Mud Shot,Amateur,Brine,Amateur,Protect,Amateur,Ancient Power,Amateur,Tickle,Amateur,Rock Blast,Ace,Shell Smash,Ace,Hydro Pump,Ace,Toxic Spikes,Pro,Spikes,Pro,Iron Defense,Pro,,,,,,,,,,,,,,,,,,,,
157,139,Omastar,Spiral,Rock,Water,1,35,Swift Swim,Shell Armor,Final,2,Omanyte,Omastar,None,None,2,4,2,4,4,9,4,8,2,5,5,Ace,Original,1,Omastar,None,None,Constrict,Starter,Withdraw,Starter,Bite,Beginner,Water Gun,Beginner,Rollout,Beginner,Leer,Amateur,Mud Shot,Amateur,Brine,Amateur,Protect,Amateur,Ancient Power,Amateur,Spike Cannon,Amateur,Tickle,Amateur,Rock Blast,Ace,Shell Smash,Ace,Hydro Pump,Ace,Toxic Spikes,Pro,Spikes,Pro,Iron Defense,Pro,,,,,,,,,,,,,,,,,,
158,140,Kabuto,Shellfish,Rock,Water,0.5,11.5,Swift Swim,Battle Armor,First,2,Kabuto,Kabutops,None,Slow,3,6,2,4,3,7,2,4,1,3,3,Beginner,Original,1,Kabuto,None,None,Scratch,Starter,Harden,Starter,Absorb,Beginner,Leer,Beginner,Sand Attack,Beginner,Mud Shot,Amateur,Endure,Amateur,Aqua Jet,Amateur,Mega Drain,Amateur,Metal Sound,Amateur,Ancient Power,Ace,Wring Out,Ace,Confuse Ray,Pro,Stealth Rock,Pro,Iron Defense,Pro,,,,,,,,,,,,,,,,,,,,,,,,
159,141,Kabutops,Shellfish,Rock,Water,1.3,40.5,Swift Swim,Battle Armor,Final,2,Kabuto,Kabutops,None,None,4,8,3,6,4,8,2,5,2,5,4,Ace,Original,1,Kabutops,None,None,Scratch,Starter,Harden,Starter,Absorb,Beginner,Leer,Beginner,Sand Attack,Beginner,Feint,Amateur,Mud Shot,Amateur,Metal Sound,Amateur,Endure,Amateur,Aqua Jet,Amateur,Mega Drain,Amateur,Slash,Amateur,Night Slash,Ace,Ancient Power,Ace,Wring Out,Ace,Iron Defense,Pro,Stealth Rock,Pro,Confuse Ray,Pro,,,,,,,,,,,,,,,,,,
160,142,Aerodactyl,Fossil,Rock,Flying,1.8,59,Rock Head,Pressure,Final,1,Aerodactyl,None,None,None,3,7,4,9,2,4,2,4,2,5,5,Ace,Original,2,Aerodactyl,Mega Aerodactyl,None,Wing Attack,Starter,Supersonic,Starter,Bite,Beginner,Scary Face,Beginner,Take Down,Beginner,Ice Fang,Amateur,Thunder Fang,Amateur,Fire Fang,Amateur,Roar,Amateur,Agility,Amateur,Crunch,Amateur,Iron Head,Amateur,Sky Drop,Amateur,Hyper Beam,Ace,Rock Slide,Ace,Giga Impact,Ace,Dragon Breath,Pro,Roost,Pro,Aqua Tail,Pro,,,,,,,,,,,,,,,,
161,143,Snorlax,Sleeping,Normal,None,2.1,460,Immunity,Thick Fat,Final,2,Munchlax,Snorlax,None,None,3,7,1,2,2,4,2,4,3,7,11,Amateur,Original,1,Snorlax,None,None,Tackle,Starter,Defense Curl,Starter,Amnesia,Beginner,Lick,Beginner,Yawn,Beginner,Chip Away,Amateur,Body Slam,Amateur,Rest,Amateur,Snore,Amateur,Sleep Talk,Amateur,Rollout,Amateur,Block,Amateur,Crunch,Amateur,Belly Drum,Ace,Heavy Slam,Ace,Giga Impact,Ace,High Horsepower,Ace,Outrage,Pro,Gunk Shot,Pro,Self Destruct,Pro,,,,,,,,,,,,,,
162,144,Articuno,Freeze,Ice,Flying,1.7,55.4,Pressure,Snow Cloak,Unknown,1,Articuno,None,None,None,6,6,6,6,7,7,6,6,8,8,6,Master,Original,1,Articuno,None,None,Gust,Master,Powder Snow,Master,Mist,Master,Ice Shard,Master,Mind Reader,Master,Ancient Power,Master,Agility,Master,Freeze Dry,Master,Reflect,Master,Hail,Master,Tailwind,Master,Ice Beam,Master,Blizzard,Master,Roost,Master,Hurricane,Master,Sheer Cold,Master,Icy Wind,Master,Water Pulse,Master,Ominous Wind,Master,Whirlwind,Master,Sky Attack,Master,Fly,Master,,,,,,,,,,
163,145,Zapdos,Electric,Electric,Flying,1.6,52.6,Pressure,Static,Unknown,1,Zapdos,None,None,None,6,6,7,7,6,6,8,8,6,6,6,Master,Original,1,Zapdos,None,None,Peck,Master,Thunder Shock,Master,Thunder Wave,Master,Detect,Master,Pluck,Master,Ancient Power,Master,Charge,Master,Agility,Master,Discharge,Master,Rain Dance,Master,Light Screen,Master,Drill Peck,Master,Thunder,Master,Roost,Master,Magnetic Flux,Master,Zap Cannon,Master,Heat Wave,Master,Whirlwind,Master,Sky Attack,Master,Twister,Master,Laser Focus,Master,Fly,Master,,,,,,,,,,
164,146,Moltres,Flame,Fire,Flying,2,60,Pressure,Flame Body,Unknown,1,Moltres,None,None,None,7,7,6,6,6,6,8,8,6,6,6,Master,Original,1,Moltres,None,None,Wing Attack,Master,Ember,Master,Fire Spin,Master,Agility,Master,Endure,Master,Ancient Power,Master,Flamethrower,Master,Safeguard,Master,Air Slash,Master,Sunny Day,Master,Heat Wave,Master,Solar Beam,Master,Sky Attack,Master,Roost,Master,Hurricane,Master,Burn Up,Master,Will-O-Wisp,Master,Flame Charge,Master,Curse,Master,Fire Blast,Master,Swift,Master,Fly,Master,,,,,,,,,,
165,147,Dratini,Dragon,Dragon,None,1.8,3.3,Shed Skin,-,First,3,Dratini,Dragonair,Dragonite,Slow,2,5,2,4,1,3,2,4,2,4,3,Amateur,Original,1,Dratini,None,None,Wrap,Starter,Leer,Starter,Thunder Wave,Beginner,Twister,Beginner,Dragon Rage,Amateur,Slam,Amateur,Agility,Amateur,Dragon Tail,Amateur,Aqua Tail,Amateur,Dragon Rush,Amateur,Safeguard,Amateur,Dragon Dance,Ace,Outrage,Ace,Hyper Beam,Ace,Aqua Jet,Pro,Extreme Speed,Pro,Mist,Pro,,,,,,,,,,,,,,,,,,,,
166,148,Dragonair,Dragon,Dragon,None,4,16.5,Shed Skin,-,Second,3,Dratini,Dragonair,Dragonite,Slow,3,6,2,5,2,5,2,5,2,5,4,Ace,Original,1,Dragonair,None,None,Wrap,Starter,Leer,Starter,Thunder Wave,Beginner,Twister,Beginner,Dragon Rage,Amateur,Slam,Amateur,Agility,Amateur,Dragon Tail,Amateur,Aqua Tail,Amateur,Dragon Rush,Amateur,Safeguard,Amateur,Dragon Dance,Ace,Outrage,Ace,Hyper Beam,Ace,Aqua Jet,Pro,Extreme Speed,Pro,Mist,Pro,,,,,,,,,,,,,,,,,,,,
167,149,Dragonite,Dragon,Dragon,Flying,2.2,210,Inner Focus,-,Final,3,Dratini,Dragonair,Dragonite,None,4,8,2,5,3,6,3,6,3,6,6,Pro,Original,1,Dragonite,None,None,Leer,Starter,Wrap,Starter,Twister,Beginner,Thunder Wave,Beginner,Fire Punch,Amateur,Thunder Punch,Amateur,Roost,Amateur,Dragon Rage,Amateur,Slam,Amateur,Agility,Amateur,Dragon Tail,Amateur,Aqua Tail,Amateur,Dragon Rush,Amateur,Safeguard,Amateur,Wing Attack,Amateur,Dragon Dance,Ace,Outrage,Ace,Hyper Beam,Ace,Hurricane,Ace,Extreme Speed,Pro,Draco Meteor,Pro,Tailwind,Pro,,,,,,,,,,
168,150,Mewtwo,Genetic,Psychic,None,2,122,Pressure,-,Unknown,1,Mewtwo,None,None,None,7,7,8,8,6,6,10,10,6,6,7,Master,Original,3,Mewtwo,Mega Mewtwo X,Mega Mewtwo Y,Laser Focus,Master,Psywave,Master,Confusion,Master,Disable,Master,Safeguard,Master,Swift,Master,Future Sight,Master,Psych Up,Master,Miracle Eye,Master,Psycho Cut,Master,Power Swap,Master,Guard Swap,Master,Recover,Master,Psychic,Master,Barrier,Master,Aura Sphere,Master,Amnesia,Master,Mist,Master,Me First,Master,Psystrike,Master,Self Destruct,Master,Telekinesis,Master,Blizzard,Master,Drain Punch,Master,Snatch,Master,,,,
169,151,Mew,New Species,Psychic,None,0.4,4,Synchronize,-,Unknown,1,Mew,None,None,None,6,6,6,6,6,6,6,6,6,6,6,Master,Original,1,Mew,None,None,Pound,Master,Reflect,Master,Transform,Master,Mega Punch,Master,Metronome,Master,Psychic,Master,Barrier,Master,Ancient Power,Master,Amnesia,Master,Me First,Master,Baton Pass,Master,Nasty Plot,Master,Aura Sphere,Master,Any Move,Master,,,,,,,,,,,,,,,,,,,,,,,,,,
170,152,Chikorita,Leaf,Grass,None,0.9,6.4,Overgrow,-,First,3,Chikorita,Bayleef,Meganium,None,2,4,1,3,2,5,2,4,2,5,3,Starter,Original,1,Chikorita,None,None,Tackle,Starter,Growl,Starter,Razor Leaf,Beginner,Poison Powder,Beginner,Sweet Scent,Beginner,Reflect,Amateur,Synthesis,Amateur,Natural Gift,Amateur,Magical Leaf,Amateur,Light Screen,Amateur,Body Slam,Amateur,Safeguard,Ace,Aromatherapy,Ace,Solar Beam,Ace,Heal Pulse,Pro,Grass Pledge,Pro,Grassy Terrain,Pro,,,,,,,,,,,,,,,,,,,,
